G,Date,Opp,W/L,Tm,Opp.1,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,ORB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
7,2022-11-27,Oregon State,W,83,71,30,64,.469,9,24,.375,14,20,.700,11,31,16,9,1,10,24,21,49,.429,4,16,.250,25,33,.758,7,28,11,4,3,17,17
8,2022-11-30,Portland Bible,W,114,31,46,76,.605,15,32,.469,7,13,.538,20,50,32,20,4,6,10,11,44,.250,6,16,.375,3,4,.750,1,14,3,1,0,23,8
9,2022-12-03,Air Force,W,68,64,22,44,.500,4,17,.235,20,27,.741,1,23,12,5,2,13,29,18,45,.400,5,21,.238,23,34,.676,6,27,14,5,1,14,23
10,2022-12-10,Cal Poly,L,49,72,14,44,.318,6,21,.286,15,23,.652,3,15,7,8,1,16,17,26,53,.491,7,20,.350,13,15,.867,11,38,13,3,2,17,22
11,2022-12-13,Santa Clara,L,75,78,29,70,.414,10,24,.417,7,11,.636,9,29,18,8,1,11,20,24,58,.414,8,25,.320,22,27,.815,14,36,10,9,6,14,15
12,2022-12-17,UCSB,L,73,85,24,56,.429,3,11,.273,22,32,.688,6,22,14,8,4,14,26,28,55,.509,3,10,.300,26,33,.788,9,37,12,8,3,17,25
13,2022-12-22,California Baptist,W,74,72,26,58,.448,3,16,.188,19,22,.864,7,29,6,5,3,13,23,20,58,.345,7,23,.304,25,29,.862,11,34,16,3,3,17,20
14,2022-12-31,Sacramento State,L,63,74,23,58,.397,6,20,.300,11,14,.786,8,26,14,9,3,11,20,25,56,.446,10,21,.476,14,19,.737,12,37,14,3,2,16,15
15,2023-01-05,Eastern Washington,L,80,92,31,74,.419,8,28,.286,10,13,.769,12,29,15,11,2,11,20,30,51,.588,16,31,.516,16,24,.667,8,35,19,5,3,20,16
16,2023-01-07,Idaho,W,74,58,26,50,.520,9,14,.643,13,17,.765,4,31,11,8,3,11,19,21,53,.396,6,26,.231,10,15,.667,7,28,9,3,1,13,17
17,2023-01-12,Northern Arizona,W,75,74,25,59,.424,12,26,.462,13,18,.722,5,25,18,7,6,11,26,23,54,.426,8,17,.471,20,30,.667,13,44,15,4,2,16,19
18,2023-01-14,Northern Colorado,L,67,69,28,64,.438,7,24,.292,4,8,.500,11,32,14,6,4,13,16,25,58,.431,10,26,.385,9,11,.818,7,30,13,8,2,14,12
19,2023-01-19,Weber State,L,68,84,20,51,.392,4,15,.267,24,34,.706,1,21,8,6,3,13,21,31,54,.574,10,18,.556,12,19,.632,5,37,18,7,2,17,26
20,2023-01-21,Idaho State,W,72,65,23,49,.469,7,19,.368,19,23,.826,7,27,13,2,1,11,23,21,40,.525,6,16,.375,17,25,.680,3,22,8,8,1,10,22
21,2023-01-26,Montana State,L,66,75,23,53,.434,7,20,.350,13,19,.684,5,26,9,5,2,12,21,26,55,.473,6,15,.400,17,23,.739,7,32,17,7,3,11,17
22,2023-01-28,Montana,L,67,73,27,61,.443,4,14,.286,9,17,.529,8,23,13,6,4,6,17,26,50,.520,10,25,.400,11,13,.846,4,26,20,1,4,13,19
23,2023-02-02,Idaho,W,69,66,25,61,.410,8,21,.381,11,15,.733,9,33,14,6,5,14,24,26,52,.500,1,9,.111,13,18,.722,3,29,16,6,2,17,14
24,2023-02-04,Eastern Washington,L,88,98,30,68,.441,7,29,.241,21,28,.750,8,25,16,12,1,7,25,34,51,.667,7,14,.500,23,31,.742,4,31,22,4,0,17,24
25,2023-02-09,Northern Colorado,L,79,88,28,66,.424,8,28,.286,15,22,.682,7,30,8,3,4,8,24,35,60,.583,6,17,.353,12,20,.600,4,35,9,2,1,11,20
26,2023-02-11,Northern Arizona,W,88,87,35,61,.574,9,20,.450,9,18,.500,4,24,18,6,8,9,27,30,64,.469,3,14,.214,24,30,.800,10,34,15,4,3,13,21
27,2023-02-16,Idaho State,W,79,70,30,53,.566,8,17,.471,11,16,.688,4,26,20,5,3,11,14,31,59,.525,5,15,.333,3,6,.500,4,23,21,7,1,13,13
28,2023-02-18,Weber State,L,57,65,21,58,.362,3,19,.158,12,17,.706,8,23,9,5,7,13,20,24,53,.453,3,12,.250,14,19,.737,7,34,10,5,3,15,21
30,2023-02-25,Montana State,L,78,91,24,57,.421,7,19,.368,23,27,.852,1,25,10,5,3,12,33,28,57,.491,3,5,.600,32,43,.744,7,40,11,6,5,10,22
31,2023-02-27,Sacramento State,L,74,76,26,55,.473,6,17,.353,16,22,.727,6,23,16,5,3,15,19,29,55,.527,1,11,.091,17,22,.773,5,29,19,8,1,14,21
32,2023-03-04,Northern Colorado,L,80,84,31,68,.456,8,23,.348,10,16,.625,10,33,15,6,6,10,26,26,60,.433,7,19,.368,25,31,.806,12,38,7,3,1,16,18
1,2022-11-07,Kansas Christian,W,94,79,36,73,.493,2,17,.118,20,26,.769,13,39,8,13,4,10,22,29,55,.527,3,8,.375,18,27,.667,2,24,3,6,5,19,16
2,2022-11-09,North American,W,95,68,37,73,.507,5,18,.278,16,19,.842,14,35,12,10,1,13,12,25,49,.510,8,13,.615,10,14,.714,2,19,11,6,1,20,20
3,2022-11-15,Washington State,W,70,59,28,61,.459,9,19,.474,5,6,.833,8,33,16,6,2,9,24,14,44,.318,7,21,.333,24,29,.828,5,29,8,1,1,13,13
4,2022-11-20,UT-Martin,L,79,80,28,63,.444,9,22,.409,14,18,.778,7,26,20,10,5,13,21,26,53,.491,6,19,.316,22,30,.733,11,34,12,10,5,15,17
5,2022-11-22,UTSA,L,75,82,26,64,.406,4,17,.235,19,27,.704,8,28,8,8,2,8,24,24,46,.522,11,24,.458,23,31,.742,3,26,13,1,3,14,24
6,2022-11-25,Arkansas State,W,67,59,25,61,.410,3,17,.176,14,18,.778,17,45,12,7,0,14,14,20,49,.408,7,26,.269,12,15,.800,3,24,17,8,3,12,18
7,2022-11-27,Oklahoma State,L,53,78,21,57,.368,7,24,.292,4,8,.500,5,20,7,10,3,14,19,30,54,.556,5,15,.333,13,23,.565,12,36,13,8,9,11,9
8,2022-11-30,Rice,L,62,70,22,52,.423,6,21,.286,12,18,.667,4,22,8,6,2,10,26,20,48,.417,4,20,.200,26,34,.765,10,37,12,6,1,14,16
9,2022-12-11,Northwestern,L,51,61,18,62,.290,8,28,.286,7,15,.467,16,44,10,4,2,15,23,18,61,.295,8,29,.276,17,23,.739,13,44,15,4,8,7,16
10,2022-12-13,UIC,L,61,70,21,59,.356,5,20,.250,14,18,.778,13,35,9,5,7,14,16,25,54,.463,11,25,.440,9,12,.750,4,22,15,7,5,12,15
11,2022-12-17,Montana,L,76,81,27,57,.474,6,20,.300,16,22,.727,6,22,13,7,1,9,17,29,51,.569,11,19,.579,12,14,.857,2,22,14,2,0,13,19
12,2022-12-20,New Mexico,L,63,94,20,71,.282,5,19,.263,18,26,.692,10,27,7,11,4,12,26,32,66,.485,8,23,.348,22,35,.629,16,59,20,4,14,19,22
13,2022-12-30,Texas A&M,L,66,86,25,60,.417,8,19,.421,8,10,.800,9,25,15,9,4,14,21,27,50,.540,8,18,.444,24,28,.857,9,33,12,6,3,17,15
14,2023-01-02,Grambling,W,61,60,22,54,.407,4,17,.235,13,23,.565,10,30,14,5,3,12,19,20,46,.435,5,16,.313,15,23,.652,6,30,12,5,4,19,20
15,2023-01-04,Southern,L,62,66,21,60,.350,4,24,.167,16,27,.593,11,36,8,6,6,13,19,21,57,.368,8,22,.364,16,23,.696,8,31,8,6,3,13,24
16,2023-01-07,Mississippi Valley State,W,67,60,22,48,.458,4,8,.500,19,25,.760,8,34,7,6,3,14,20,19,50,.380,2,17,.118,20,30,.667,6,23,9,8,3,10,20
17,2023-01-09,Arkansas-Pine Bluff,L,55,63,22,58,.379,2,17,.118,9,16,.563,9,29,10,15,2,18,18,18,41,.439,6,18,.333,21,27,.778,3,27,15,8,5,22,17
18,2023-01-14,Jackson State,W,59,50,20,57,.351,4,17,.235,15,25,.600,15,47,11,7,7,18,13,20,63,.317,5,23,.217,5,8,.625,7,28,9,7,5,13,19
19,2023-01-16,Alcorn State,L (1 OT),68,77,28,61,.459,3,18,.167,9,14,.643,12,34,13,6,2,16,23,27,63,.429,3,14,.214,20,27,.741,11,32,9,6,0,12,14
20,2023-01-21,Alabama State,L (1 OT),55,56,19,69,.275,3,19,.158,14,20,.700,23,44,4,8,2,13,22,14,52,.269,6,25,.240,22,28,.786,15,42,6,6,7,17,20
21,2023-01-23,Alabama A&M,L,59,67,22,53,.415,6,17,.353,9,19,.474,10,28,8,11,3,19,17,25,52,.481,7,14,.500,10,19,.526,11,33,11,6,6,18,20
22,2023-01-28,Texas Southern,W (2 OT),89,74,26,58,.448,6,17,.353,31,42,.738,5,33,3,11,5,14,23,25,68,.368,4,23,.174,20,26,.769,13,43,7,4,2,18,27
24,2023-02-04,Bethune-Cookman,L,58,60,18,57,.316,3,16,.188,19,23,.826,12,47,7,3,9,13,14,21,63,.333,8,21,.381,10,16,.625,5,27,9,5,7,6,20
25,2023-02-06,Florida A&M,W,75,45,28,48,.583,9,18,.500,10,18,.556,6,35,16,2,2,10,16,17,55,.309,5,22,.227,6,11,.545,9,26,9,5,2,11,18
26,2023-02-11,Southern,L,65,79,23,54,.426,12,31,.387,7,13,.538,9,31,20,6,3,12,21,22,53,.415,9,20,.450,26,32,.813,11,36,16,5,5,9,14
27,2023-02-13,Grambling,L,64,68,23,62,.371,6,16,.375,12,15,.800,16,35,8,3,2,14,18,24,45,.533,4,9,.444,16,26,.615,7,28,9,8,8,14,17
28,2023-02-18,Arkansas-Pine Bluff,W,82,71,28,55,.509,11,29,.379,15,18,.833,3,26,20,6,6,15,15,25,60,.417,7,23,.304,14,17,.824,10,31,14,8,2,15,18
29,2023-02-20,Mississippi Valley State,W,67,65,22,60,.367,6,20,.300,17,30,.567,13,33,11,8,5,10,14,25,50,.500,5,6,.833,10,16,.625,6,34,7,4,0,17,21
30,2023-02-25,Alcorn State,W,75,71,25,60,.417,7,19,.368,18,21,.857,9,28,10,8,3,14,20,27,59,.458,2,10,.200,15,18,.833,10,29,8,6,3,14,18
31,2023-02-27,Jackson State,L,57,61,19,63,.302,10,30,.333,9,13,.692,9,25,13,13,4,10,16,24,48,.500,5,12,.417,8,12,.667,8,39,13,5,2,22,15
32,2023-03-04,Texas Southern,W,78,74,29,51,.569,8,17,.471,12,20,.600,6,28,15,4,2,12,21,29,58,.500,5,11,.455,11,19,.579,6,26,13,6,2,11,18
33,2023-03-09,Jackson State,L (1 OT),60,62,22,73,.301,6,20,.300,10,16,.625,15,45,9,8,6,11,16,20,60,.333,4,13,.308,18,25,.720,12,44,10,7,8,14,15
1,2022-11-07,Carolina,W,76,42,28,66,.424,4,22,.182,16,23,.696,16,44,16,7,3,10,19,16,47,.340,5,21,.238,5,16,.313,6,28,8,3,3,22,19
2,2022-11-10,The Citadel,L,58,70,22,61,.361,6,25,.240,8,15,.533,14,34,9,6,7,11,15,28,55,.509,5,14,.357,9,11,.818,6,28,12,5,4,10,12
3,2022-11-12,East Carolina,L,57,77,19,56,.339,4,17,.235,15,25,.600,13,31,6,4,5,16,23,23,55,.418,11,28,.393,20,27,.741,9,35,14,8,3,16,23
4,2022-11-16,UAB,L,61,92,21,61,.344,4,20,.200,15,24,.625,11,28,11,7,3,19,18,34,61,.557,6,16,.375,18,26,.692,9,39,25,15,10,11,18
5,2022-11-21,Bucknell,L,65,66,23,59,.390,5,21,.238,14,24,.583,15,26,12,8,2,8,19,25,47,.532,4,19,.211,12,20,.600,9,32,11,5,2,15,21
6,2022-11-22,Albany (NY),L,65,68,24,55,.436,0,11,.000,17,22,.773,9,34,4,6,2,12,21,26,61,.426,9,20,.450,7,15,.467,11,34,11,5,1,11,17
7,2022-11-26,Charlotte,L,42,69,15,41,.366,8,18,.444,4,9,.444,3,26,7,2,2,13,9,27,56,.482,10,25,.400,5,6,.833,6,29,15,9,4,4,7
8,2022-11-29,VMI,W,72,57,25,58,.431,8,23,.348,14,22,.636,13,40,16,6,7,13,19,20,60,.333,9,22,.409,8,13,.615,7,28,9,4,4,11,18
9,2022-12-01,Wofford,L,63,76,27,50,.540,9,19,.474,0,3,.000,2,19,18,6,2,16,15,28,50,.560,5,14,.357,15,16,.938,4,23,11,10,2,11,8
10,2022-12-06,College of Charleston,L,62,67,23,55,.418,5,16,.313,11,17,.647,9,29,9,5,3,13,27,20,51,.392,7,22,.318,20,31,.645,13,37,8,5,2,12,18
11,2022-12-11,South Carolina,L,57,68,24,46,.522,5,13,.385,4,7,.571,4,23,11,3,2,11,13,27,55,.491,8,22,.364,6,10,.600,9,24,10,5,2,6,9
12,2022-12-15,Elon,W,69,63,20,49,.408,11,29,.379,18,32,.563,12,35,12,3,5,11,18,23,55,.418,8,24,.333,9,13,.692,7,25,13,6,1,9,24
13,2022-12-19,Allen,W,90,70,32,61,.525,6,20,.300,20,30,.667,11,38,21,10,2,13,20,25,62,.403,5,20,.250,15,22,.682,10,28,9,10,4,14,23
14,2022-12-29,Campbell,W,82,72,29,60,.483,8,20,.400,16,21,.762,10,31,11,4,3,7,18,26,57,.456,2,15,.133,18,24,.750,8,30,8,5,6,9,19
15,2022-12-31,Radford,L,51,69,18,46,.391,4,20,.200,11,18,.611,6,22,7,4,0,13,18,25,52,.481,8,16,.500,11,18,.611,11,35,11,8,5,11,21
16,2023-01-04,Winthrop,L,72,82,28,58,.483,5,17,.294,11,22,.500,18,34,11,5,2,14,14,30,51,.588,12,24,.500,10,13,.769,6,24,15,8,1,10,17
17,2023-01-07,Charleston Southern,L,61,67,16,49,.327,3,22,.136,26,33,.788,13,32,5,6,3,12,21,24,52,.462,5,15,.333,14,19,.737,10,32,11,6,4,12,26
18,2023-01-11,Gardner-Webb,L (1 OT),78,79,26,49,.531,9,19,.474,17,25,.680,2,24,15,9,1,12,19,29,58,.500,12,24,.500,9,21,.429,10,32,17,6,6,14,18
19,2023-01-14,High Point,L,56,64,20,53,.377,7,19,.368,9,22,.409,14,32,12,10,3,15,24,22,45,.489,4,13,.308,16,30,.533,9,33,11,9,9,16,21
20,2023-01-18,USC Upstate,L,60,61,19,57,.333,5,20,.250,17,23,.739,11,32,4,11,4,14,20,21,44,.477,6,11,.545,13,26,.500,5,33,10,7,12,20,21
21,2023-01-21,Longwood,L,56,58,20,47,.426,7,21,.333,9,19,.474,8,28,11,4,2,10,21,18,47,.383,4,16,.250,18,26,.692,8,27,5,7,2,8,14
22,2023-01-25,UNC Asheville,L (1 OT),80,88,28,61,.459,10,22,.455,14,20,.700,13,32,15,5,3,13,25,28,59,.475,12,24,.500,20,26,.769,12,31,12,7,2,10,16
23,2023-01-28,Winthrop,L,58,76,19,48,.396,6,19,.316,14,18,.778,5,21,13,8,5,15,20,26,45,.578,10,18,.556,14,20,.700,5,23,12,6,4,13,19
24,2023-02-01,Radford,L,59,67,23,50,.460,2,16,.125,11,18,.611,10,28,6,5,4,12,20,25,45,.556,5,13,.385,12,18,.667,3,24,12,5,2,10,14
25,2023-02-04,Gardner-Webb,L,48,56,15,54,.278,6,25,.240,12,17,.706,6,34,7,2,4,11,17,21,51,.412,4,14,.286,10,21,.476,6,35,12,5,5,7,16
26,2023-02-08,Longwood,L,46,66,20,51,.392,4,14,.286,2,6,.333,3,24,11,3,1,9,18,24,52,.462,9,26,.346,9,17,.529,6,34,11,3,5,6,15
27,2023-02-11,UNC Asheville,L,72,76,28,53,.528,6,15,.400,10,12,.833,5,23,13,5,3,14,25,25,47,.532,4,12,.333,22,30,.733,5,26,14,5,3,11,13
28,2023-02-15,High Point,L,69,71,21,46,.457,8,15,.533,19,31,.613,8,33,10,1,5,22,22,24,60,.400,7,20,.350,16,25,.640,8,28,11,15,3,10,21
29,2023-02-18,Campbell,L,57,74,20,49,.408,7,20,.350,10,17,.588,7,26,11,6,1,16,22,24,47,.511,7,15,.467,19,27,.704,6,29,15,7,6,14,16
30,2023-02-22,USC Upstate,L,57,59,21,54,.389,5,14,.357,10,18,.556,7,37,11,7,3,14,18,19,61,.311,5,19,.263,16,20,.800,9,40,8,7,8,11,17
31,2023-02-25,Charleston Southern,L,59,85,21,55,.382,4,22,.182,13,20,.650,14,29,10,5,2,14,17,32,51,.627,10,17,.588,11,18,.611,5,26,14,7,4,12,18
32,2023-03-01,Campbell,L,63,68,23,51,.451,10,22,.455,7,17,.412,8,29,9,3,4,14,22,21,47,.447,4,13,.308,22,30,.733,6,28,9,9,0,7,16
1,2022-11-07,Hofstra,L,77,83,29,59,.492,5,20,.250,14,20,.700,8,33,13,3,4,10,12,36,66,.545,7,17,.412,4,6,.667,5,30,12,5,3,8,20
2,2022-11-11,Navy,L,73,74,30,56,.536,6,19,.316,7,17,.412,10,32,11,5,2,15,18,26,49,.531,9,16,.563,13,21,.619,3,22,15,6,3,11,19
3,2022-11-14,UMBC,W,94,64,37,64,.578,12,19,.632,8,12,.667,10,38,19,7,4,11,16,23,65,.354,6,25,.240,12,15,.800,11,26,9,2,2,10,12
4,2022-11-19,Marist,W,62,55,20,49,.408,11,27,.407,11,14,.786,3,27,11,6,3,12,10,20,54,.370,10,25,.400,5,11,.455,5,31,10,7,5,13,16
5,2022-11-24,Army,W,74,66,26,61,.426,10,35,.286,12,17,.706,8,41,11,2,4,10,19,23,58,.397,4,16,.250,16,19,.842,4,34,11,1,0,7,17
6,2022-11-26,Northeastern,W,56,54,19,57,.333,4,14,.286,14,18,.778,8,36,6,9,9,12,10,24,61,.393,2,13,.154,4,7,.571,9,38,6,7,5,13,14
7,2022-11-30,Cairn,W,92,58,32,68,.471,12,33,.364,16,24,.667,17,50,21,11,6,14,14,22,62,.355,9,28,.321,5,8,.625,3,21,9,8,2,15,15
8,2022-12-03,Drexel,W,83,63,35,65,.538,7,19,.368,6,6,1.000,7,34,11,5,2,10,13,24,57,.421,6,20,.300,9,12,.750,3,17,10,4,3,8,10
9,2022-12-06,Lafayette,W,69,58,24,52,.462,5,17,.294,16,20,.800,6,35,13,4,3,8,10,21,57,.368,6,24,.250,10,12,.833,5,25,10,6,2,7,17
10,2022-12-10,Monmouth,W,91,54,31,58,.534,8,26,.308,21,27,.778,11,46,21,5,2,12,15,21,62,.339,2,13,.154,10,14,.714,8,27,11,7,1,11,23
11,2022-12-13,Iona,L,64,70,25,48,.521,6,17,.353,8,15,.533,4,28,19,2,0,10,16,25,59,.424,5,18,.278,15,20,.750,11,31,16,6,4,6,16
12,2022-12-16,Delaware,L,69,76,27,59,.458,10,28,.357,5,9,.556,9,31,15,6,1,16,18,29,53,.547,3,8,.375,15,22,.682,6,28,16,8,5,9,13
13,2022-12-23,Kean,W,88,70,31,64,.484,16,39,.410,10,13,.769,11,46,22,7,2,28,24,25,68,.368,4,21,.190,16,27,.593,11,27,11,16,3,17,16
14,2022-12-31,Harvard,W,69,66,26,60,.433,10,25,.400,7,11,.636,6,36,14,6,4,10,14,25,60,.417,9,24,.375,7,16,.438,12,39,10,7,9,14,16
15,2023-01-06,Columbia,W,68,49,26,63,.413,4,26,.154,12,19,.632,14,51,8,4,3,13,21,16,59,.271,4,17,.235,13,23,.565,9,33,4,7,0,8,18
16,2023-01-07,Cornell,W,75,68,24,49,.490,8,22,.364,19,26,.731,8,31,15,3,3,16,15,24,57,.421,10,27,.370,10,13,.769,8,27,11,12,3,11,22
17,2023-01-14,Brown,L,70,72,27,53,.509,12,26,.462,4,11,.364,2,27,14,5,2,12,18,28,53,.528,8,16,.500,8,18,.444,5,30,14,6,3,9,17
18,2023-01-16,Penn,W,72,60,23,57,.404,4,25,.160,22,30,.733,8,37,6,0,1,10,18,21,63,.333,0,12,.000,18,22,.818,11,32,5,5,1,8,25
19,2023-01-21,Dartmouth,W (1 OT),93,90,30,61,.492,7,22,.318,26,34,.765,8,37,9,6,5,12,18,34,66,.515,10,26,.385,12,16,.750,3,27,13,4,2,12,27
20,2023-01-28,Yale,L,65,87,26,62,.419,12,31,.387,1,3,.333,11,28,17,4,3,8,11,35,59,.593,14,21,.667,3,10,.300,10,34,23,6,5,7,10
21,2023-02-03,Cornell,W,89,82,29,50,.580,8,18,.444,23,30,.767,6,33,16,7,6,17,18,31,65,.477,7,25,.280,13,20,.650,6,22,11,9,2,11,21
22,2023-02-04,Columbia,W,88,66,31,69,.449,8,25,.320,18,24,.750,14,43,15,6,7,11,16,25,62,.403,5,19,.263,11,18,.611,7,31,5,8,5,13,26
23,2023-02-11,Dartmouth,L,76,83,27,68,.397,9,30,.300,13,20,.650,10,28,13,10,3,8,17,28,56,.500,9,21,.429,18,19,.947,7,35,15,4,4,14,22
24,2023-02-17,Brown,W,78,67,24,65,.369,8,24,.333,22,29,.759,10,39,12,4,1,12,25,21,56,.375,2,16,.125,23,34,.676,10,31,9,5,4,12,22
25,2023-02-18,Yale,L (1 OT),83,93,24,55,.436,11,22,.500,24,31,.774,7,31,12,3,5,16,27,28,67,.418,7,18,.389,30,37,.811,11,33,8,8,5,5,21
26,2023-02-25,Harvard,W,58,56,23,52,.442,7,24,.292,5,6,.833,5,31,11,4,0,9,12,19,58,.328,5,23,.217,13,18,.722,11,34,7,4,0,6,12
27,2023-03-04,Penn,W (1 OT),77,69,27,72,.375,9,37,.243,14,17,.824,8,40,13,5,4,9,16,26,68,.382,7,22,.318,10,15,.667,7,44,8,4,4,10,21
28,2023-03-11,Penn,W,77,70,28,62,.452,9,24,.375,12,19,.632,12,38,13,1,5,9,12,27,61,.443,8,18,.444,8,12,.667,8,32,15,7,5,8,21
29,2023-03-12,Yale,W,74,65,23,57,.404,9,23,.391,19,24,.792,10,32,11,3,2,5,18,22,50,.440,8,22,.364,13,19,.684,6,30,12,3,7,9,20
1,2022-11-08,Rider,W,66,65,18,50,.360,4,19,.211,26,43,.605,13,36,10,10,8,8,15,24,58,.414,9,14,.643,8,10,.800,7,32,14,5,2,13,29
2,2022-11-12,Northeastern,W,89,65,34,58,.586,7,13,.538,14,19,.737,8,30,18,11,6,9,12,23,59,.390,9,24,.375,10,14,.714,8,23,13,2,7,14,17
3,2022-11-15,Stonehill,W,100,76,36,67,.537,10,19,.526,18,21,.857,16,38,16,7,4,12,12,31,58,.534,10,21,.476,4,7,.571,2,17,16,6,4,13,17
4,2022-11-19,Miami (FL),L,64,74,21,50,.420,5,21,.238,17,22,.773,3,24,7,4,4,14,16,27,63,.429,4,13,.308,16,18,.889,11,33,7,6,3,9,18
5,2022-11-20,Saint Louis,L,73,76,23,64,.359,7,20,.350,20,20,1.000,14,36,11,6,3,10,15,29,61,.475,3,16,.188,15,17,.882,9,32,11,7,4,9,16
6,2022-11-23,Merrimack,W,71,57,29,60,.483,3,11,.273,10,14,.714,13,39,18,7,6,14,12,20,52,.385,10,23,.435,7,8,.875,3,18,10,12,2,14,14
7,2022-11-26,Columbia,W,78,64,30,68,.441,10,28,.357,8,11,.727,11,37,21,8,5,12,14,24,62,.387,6,18,.333,10,13,.769,10,34,8,8,1,14,14
8,2022-11-30,TCU,L,62,75,22,53,.415,4,18,.222,14,24,.583,12,31,12,6,6,14,17,28,56,.500,6,12,.500,13,16,.813,9,32,12,5,1,12,20
9,2022-12-03,Rhode Island,W,88,74,34,63,.540,6,20,.300,14,20,.700,11,36,17,6,5,9,14,30,63,.476,4,12,.333,10,11,.909,7,24,14,6,2,11,19
10,2022-12-07,Manhattan,W,99,59,37,65,.569,7,17,.412,18,25,.720,10,46,24,13,6,16,11,21,61,.344,10,27,.370,7,11,.636,4,20,12,8,5,18,18
11,2022-12-10,Albany (NY),W,93,55,34,62,.548,4,19,.211,21,26,.808,12,46,17,7,3,12,12,19,67,.284,6,30,.200,11,13,.846,12,28,8,8,4,13,22
12,2022-12-17,Seton Hall,W,71,67,23,53,.434,5,13,.385,20,28,.714,9,34,15,10,7,14,19,24,57,.421,5,22,.227,14,21,.667,6,30,10,4,6,14,22
13,2022-12-20,Marquette,W (2 OT),103,98,30,65,.462,8,23,.348,35,49,.714,15,43,16,9,4,14,17,39,75,.520,7,21,.333,13,19,.684,7,26,9,11,4,12,30
14,2022-12-29,Butler,W,72,52,27,60,.450,4,13,.308,14,17,.824,13,40,13,8,4,14,16,20,57,.351,2,16,.125,10,16,.625,10,27,9,7,7,11,15
15,2023-01-01,DePaul,W,74,59,24,50,.480,7,14,.500,19,29,.655,8,35,11,9,5,19,20,20,57,.351,4,19,.211,15,20,.750,9,31,10,9,4,19,24
16,2023-01-04,UConn,W,73,61,18,49,.367,8,18,.444,29,35,.829,11,37,8,5,4,8,20,23,63,.365,5,22,.227,10,19,.526,17,37,13,6,5,8,27
17,2023-01-07,St. John's (NY),W,83,80,27,53,.509,7,17,.412,22,34,.647,5,33,12,6,5,15,15,32,65,.492,4,15,.267,12,20,.600,7,33,11,8,1,11,22
18,2023-01-14,Creighton,L,67,73,25,65,.385,4,19,.211,13,15,.867,14,43,9,4,4,11,19,26,54,.481,3,16,.188,18,23,.783,4,29,13,6,5,7,15
19,2023-01-18,Marquette,L,75,83,29,61,.475,4,18,.222,13,19,.684,15,32,13,2,1,13,14,29,55,.527,8,19,.421,17,20,.850,8,25,15,9,5,9,16
20,2023-01-21,DePaul,W,75,64,28,61,.459,10,23,.435,9,12,.750,10,37,15,4,7,11,12,27,61,.443,7,21,.333,3,8,.375,8,28,12,7,4,9,15
21,2023-01-25,Butler,W,79,58,30,54,.556,5,17,.294,14,18,.778,4,36,17,8,5,12,13,22,58,.379,8,19,.421,6,12,.500,6,23,10,9,3,10,15
22,2023-01-29,Villanova,W,70,65,28,56,.500,6,18,.333,8,8,1.000,5,28,19,5,7,8,13,24,56,.429,6,23,.261,11,14,.786,8,28,11,3,4,8,12
23,2023-02-01,Xavier,L (1 OT),83,85,30,69,.435,9,20,.450,14,18,.778,10,39,18,5,3,6,20,32,69,.464,8,23,.348,13,23,.565,12,36,22,4,4,5,14
24,2023-02-08,Georgetown,W,74,62,28,64,.438,8,21,.381,10,13,.769,10,34,21,5,3,8,15,22,55,.400,3,15,.200,15,18,.833,7,31,13,1,5,10,14
25,2023-02-11,St. John's (NY),L,68,73,24,72,.333,7,23,.304,13,17,.765,17,42,16,5,6,11,17,27,61,.443,4,18,.222,15,18,.833,6,35,19,4,7,10,16
26,2023-02-14,Creighton,W (2 OT),94,86,34,76,.447,8,19,.421,18,21,.857,6,36,14,7,4,6,16,33,69,.478,7,24,.292,13,15,.867,2,32,12,1,5,14,19
27,2023-02-18,Villanova,W,85,72,27,48,.563,7,18,.389,24,32,.750,7,36,12,6,4,10,19,24,60,.400,8,29,.276,16,18,.889,8,28,10,5,0,7,24
28,2023-02-22,UConn,L,69,87,22,53,.415,8,20,.400,17,20,.850,7,19,9,5,4,9,12,32,60,.533,10,21,.476,13,14,.929,14,38,20,6,4,12,14
29,2023-02-26,Georgetown,W,88,68,35,69,.507,10,19,.526,8,12,.667,13,40,23,10,7,8,10,25,63,.397,11,28,.393,7,11,.636,8,31,12,7,7,14,11
30,2023-03-01,Xavier,L,89,94,26,64,.406,11,22,.500,26,34,.765,12,34,12,5,3,7,17,34,61,.557,10,20,.500,16,20,.800,7,34,14,2,5,8,24
31,2023-03-04,Seton Hall,L,58,82,23,57,.404,4,23,.174,8,13,.615,12,24,13,6,3,9,13,30,48,.625,10,18,.556,12,17,.706,8,30,18,6,3,10,16
32,2023-03-09,UConn,L,66,73,24,58,.414,6,23,.261,12,17,.706,10,22,13,12,0,9,12,28,53,.528,13,30,.433,4,5,.800,9,32,21,5,3,18,16
1,2022-11-08,Milwaukee,W,84,53,27,72,.375,12,34,.353,18,22,.818,20,49,18,14,11,10,13,23,60,.383,3,19,.158,4,9,.444,3,26,10,7,5,20,20
